bandwidth,distance,pan1_offload,pan2_offload,pan,best_threshold,TP,FP,FN,TN,precision,recall,fpr,f1,n_interf_seeds,n_no_interf_seeds
50vs50,1500,70,80,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,70,80,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,70,90,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,70,90,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,70,100,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,70,100,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,80,10,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,80,10,PAN2,0.044,88,54,12,46,0.62,0.88,0.54,0.727,100,100
50vs50,1500,80,20,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,80,20,PAN2,0.025,93,78,7,22,0.544,0.93,0.78,0.686,100,100
50vs50,1500,80,30,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,80,30,PAN2,0.015,99,94,1,6,0.513,0.99,0.94,0.676,100,100
50vs50,1500,80,40,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,80,40,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,80,50,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,80,50,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,80,60,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,80,60,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,80,70,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,80,70,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,80,80,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,80,80,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,80,90,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,80,90,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,80,100,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,80,100,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,90,10,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,90,10,PAN2,0.05,79,32,21,68,0.712,0.79,0.32,0.749,100,100
50vs50,1500,90,20,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,90,20,PAN2,0.03,81,55,19,45,0.596,0.81,0.55,0.686,100,100
50vs50,1500,90,30,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,90,30,PAN2,0.012,100,99,0,1,0.503,1.0,0.99,0.669,100,100
50vs50,1500,90,40,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,90,40,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,90,50,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,90,50,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,90,60,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,90,60,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,90,70,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,90,70,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,90,80,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,90,80,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,90,90,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,90,90,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,90,100,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,90,100,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,100,10,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,100,10,PAN2,0.05,77,32,23,68,0.706,0.77,0.32,0.737,100,100
50vs50,1500,100,20,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,100,20,PAN2,0.03,86,55,14,45,0.61,0.86,0.55,0.714,100,100
50vs50,1500,100,30,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,100,30,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,100,40,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,100,40,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,100,50,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,100,50,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,100,60,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,100,60,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,100,70,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,100,70,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,100,80,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,100,80,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,100,90,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,100,90,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,100,100,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,100,100,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
